,,,,,,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,5,5,5,5,5,5,5,6,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,8,8,8,8,8,9,9,9,9,9,9,9,10,10,10,10,10,10,10,11,11,11,11,11,11,11,12,12,12,12,12,12,12,13,13,13,13,13,13,13,14,14,14,14,14,14,14,15,15,15,15,15,15,15,16,16,16,16,16,16,16,17,17,17,17,17,17,17,18,18,18,18,18,18,18,19,19,19,19,19,19,19,20,20,20,20,20,20,20,21,21,21,21,21,21,21
4,11,何卓佳(RSH),04:07,0,12,X,F,3,4,1,1,2,1,F,4,5,A,1,2,2,F,5,2,8,1,2,8,B,2,3,1,2,1,A,B,3,2,E,1,2,8,B,2,1,8,1,2,7,F,1,1,1,2,1,7,F,1,2,6,2,1,8,F,2,6,1,2,1,A,B,6,3,6,2,1,A,B,3,3,6,2,1,A,F,3,1,1,3,1,7,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,12,何卓佳(RSH),05:07,1,9,X,F,3,5,1,1,2,2,B,5,2,8,1,2,8,B,2,2,1,2,1,8,B,2,2,1,2,1,8,B,2,1,1,2,1,7,F,1,3,2,2,1,A,B,3,3,E,2,2,A,B,3,0,D,2,2,O,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,13,孫穎莎(RSH),06:07,0,5,Y,F,3,2,1,2,2,8,B,2,2,6,2,1,8,B,2,1,1,2,1,7,F,1,1,2,2,1,7,F,1,0,2,2,1,O,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,孫穎莎(RSH),06:08,1,3,Y,F,3,5,1,1,2,2,B,5,3,8,1,2,A,F,3,1,1,3,1,7,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,15,何卓佳(RSH),06:09,0,5,X,F,3,5,1,1,2,2,F,5,5,8,2,1,2,F,5,3,8,1,2,A,B,3,3,1,2,1,A,B,3,0,B,2,1,O,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,16,何卓佳(RSH),07:09,1,8,X,F,2,6,1,1,2,3,B,6,6,8,1,2,3,F,6,2,8,1,2,8,B,2,2,1,2,1,8,B,2,1,2,2,1,7,F,1,2,2,2,1,8,B,2,3,6,2,1,A,B,3,0,B,2,1,O,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,17,孫穎莎(RSH),07:10,1,5,Y,F,3,2,1,1,2,2,F,2,5,8,1,2,2,B,5,3,8,1,2,A,B,3,0,6,2,1,T,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,18,孫穎莎(RSH),08:10,0,7,Y,F,3,5,1,1,2,2,B,5,4,8,1,2,1,F,4,1,1,2,1,7,B,1,5,E,2,2,4,F,5,3,D,2,2,A,B,3,2,3,3,1,2,B,2,0,B,2,1,O,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,19,何卓佳(RSH),09:10,1,4,X,F,3,2,1,1,2,2,B,2,5,8,1,2,2,F,5,3,8,1,2,A,B,3,0,1,2,1,O,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,20,何卓佳(RSH),09:11,0,3,X,F,3,2,1,1,2,2,B,2,2,8,1,2,5,B,2,0,8,1,2,T,SM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
