,,,,,,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,5,5,5,5,5,5,5,6,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,8,8,8,8,8,9,9,9,9,9,9,9,10,10,10,10,10,10,10,11,11,11,11,11,11,11,12,12,12,12,12,12,12,13,13,13,13,13,13,13,14,14,14,14,14,14,14,15,15,15,15,15,15,15,16,16,16,16,16,16,16,17,17,17,17,17,17,17,18,18,18,18,18,18,18,19,19,19,19,19,19,19,20,20,20,20,20,20,20,21,21,21,21,21,21,21
4,11,孫穎莎(RSH),05:06,0,5,X,F,3,5,1,1,2,2,F,5,5,8,1,2,2,B,5,3,8,1,2,A,B,3,2,1,2,1,8,B,2,0,6,2,1,T,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,12,孫穎莎(RSH),05:07,0,5,X,F,3,5,1,1,2,5,B,5,3,4,2,1,A,B,3,3,1,2,1,A,B,3,3,2,2,1,A,B,3,0,2,2,1,T,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,13,王藝迪(RSH),06:07,0,5,Y,F,3,5,1,1,2,2,F,5,5,8,1,2,2,F,5,5,8,1,2,2,F,5,2,8,1,2,8,F,2,0,1,2,1,O,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,王藝迪(RSH),06:08,1,8,Y,F,3,5,1,1,2,2,B,5,2,1,1,2,8,B,2,2,1,2,1,8,B,2,3,2,2,1,A,B,3,3,2,2,1,A,B,3,3,2,2,1,A,B,3,3,2,2,1,A,B,3,0,2,2,1,O,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,15,孫穎莎(RSH),07:08,1,6,X,F,3,5,1,1,2,2,F,5,2,A,1,2,8,B,2,3,1,2,1,A,B,3,2,2,2,1,8,B,2,2,2,2,1,8,B,2,0,2,2,1,T,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,16,孫穎莎(RSH),07:09,0,3,X,F,2,5,1,1,2,2,F,5,2,8,1,2,8,B,2,0,1,2,1,O,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,17,王藝迪(RSH),08:09,0,13,Y,F,3,5,1,1,2,2,F,5,5,A,1,2,2,F,5,2,8,1,2,8,B,2,2,8,1,2,8,F,2,2,1,2,1,8,B,2,3,B,2,1,A,B,3,3,1,2,1,A,B,3,2,2,2,1,8,B,2,2,2,2,1,8,B,2,3,2,2,1,A,B,3,2,2,2,1,8,F,2,2,2,3,1,8,B,2,0,B,2,1,O,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,18,王藝迪(RSH),09:09,0,20,Y,F,2,5,1,1,2,2,B,5,5,8,1,2,2,B,5,5,8,1,2,2,B,5,3,8,1,2,A,B,3,2,1,2,1,8,B,2,3,2,2,1,A,B,3,3,2,2,1,A,B,3,3,2,2,1,A,B,3,3,2,2,1,A,B,3,3,2,2,1,A,B,3,2,2,2,1,8,F,2,3,2,2,1,A,B,3,2,2,2,1,8,B,2,3,2,2,1,A,B,3,3,2,2,1,A,B,3,3,2,2,1,A,B,3,2,2,2,1,8,B,2,2,2,2,1,8,B,2,3,6,2,1,A,B,3,3,1,2,1,A,S,,,,,,
4,19,孫穎莎(RSH),09:10,0,13,X,F,3,5,1,1,2,5,B,5,3,4,2,1,A,B,3,2,1,2,1,8,B,2,3,2,2,1,A,B,3,2,2,2,1,8,F,2,2,2,2,1,8,B,2,3,2,2,1,A,B,3,2,2,2,1,8,B,2,3,2,2,1,A,B,3,3,2,2,1,A,B,3,2,2,2,1,8,F,2,6,2,2,1,A,B,6,0,2,2,1,O,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,20,孫穎莎(RSH),09:11,0,7,X,F,3,5,1,1,2,5,B,5,3,4,2,1,A,B,3,2,1,2,1,8,B,2,3,2,2,1,A,B,3,2,1,2,1,8,B,2,3,2,2,1,A,F,3,0,2,3,1,T,SG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5+74:90,1,孫穎莎(RSH),01:00,1,6,X,F,3,2,1,1,2,5,F,2,3,1,2,1,A,B,3,2,6,2,1,8,F,2,3,1,2,1,A,B,3,1,6,2,1,7,F,1,0,B,1,1,T,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2,孫穎莎(RSH),01:01,0,7,X,F,3,5,1,1,2,2,F,5,2,8,1,2,8,B,2,2,1,2,1,8,B,2,3,2,2,1,A,B,3,2,2,2,1,8,B,2,3,2,2,1,A,B,3,0,2,2,1,T,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3,王藝迪(RSH),01:02,1,4,Y,F,3,2,1,1,2,2,F,2,5,A,2,2,2,F,5,3,8,2,1,A,B,3,0,1,2,1,T,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,4,王藝迪(RSH),02:02,0,5,Y,F,3,4,1,1,2,1,F,4,5,A,1,2,2,F,5,2,8,1,2,8,B,2,3,1,2,1,A,B,3,0,2,2,1,T,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,孫穎莎(RSH),03:02,1,8,X,F,3,5,1,1,2,2,B,5,3,4,2,1,A,B,3,2,1,2,1,8,F,2,3,2,2,1,A,B,3,2,2,2,1,8,F,2,2,1,2,1,8,B,2,2,2,2,1,8,B,2,0,2,2,1,T,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,6,孫穎莎(RSH),03:03,0,5,X,F,3,5,1,1,2,2,B,5,3,4,2,1,A,B,3,2,1,2,1,8,F,2,2,2,2,1,8,F,2,0,2,2,1,O,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,7,王藝迪(RSH),03:04,1,12,Y,F,3,5,1,1,2,2,F,5,3,8,1,2,A,B,3,2,1,2,1,8,B,2,3,2,2,1,A,B,3,3,2,2,1,A,B,3,3,2,2,1,A,B,3,2,2,2,1,8,B,2,2,2,2,1,8,B,2,3,2,2,1,A,B,3,2,2,2,1,8,B,2,2,6,2,1,8,B,2,0,2,2,1,T,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,8,王藝迪(RSH),04:04,0,5,Y,F,3,5,1,1,2,2,F,5,5,A,1,2,2,F,5,5,A,1,2,2,F,5,4,8,1,2,1,F,4,0,3,3,1,O,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,9,孫穎莎(RSH),05:04,1,3,X,F,3,2,1,2,2,8,F,2,2,1,2,1,8,B,2,2,6,2,1,8,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,10,孫穎莎(RSH),06:04,1,7,X,F,3,3,1,2,2,A,B,3,2,1,2,1,8,F,2,1,2,2,1,7,F,1,2,2,2,1,8,F,2,2,2,2,1,8,F,2,2,2,2,1,8,F,2,2,2,2,1,8,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,11,王藝迪(RSH),07:04,0,7,Y,F,3,5,1,1,2,2,B,5,4,8,1,2,4,F,4,3,8,1,2,A,B,3,2,1,2,1,8,B,2,3,2,2,1,A,B,3,3,2,2,1,A,B,3,0,2,2,1,O,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,王藝迪(RSH),07:05,1,4,Y,F,3,5,1,1,2,2,F,5,4,8,1,2,4,F,4,1,3,3,1,7,F,1,0,1,2,1,O,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,13,孫穎莎(RSH),08:05,1,2,X,F,3,5,1,1,2,2,B,5,0,4,2,1,O,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,14,孫穎莎(RSH),09:05,1,7,X,F,3,5,1,1,2,2,B,5,3,4,2,1,A,B,3,2,1,2,1,8,B,2,3,1,2,1,A,B,3,1,2,2,1,7,F,1,1,5,2,1,7,F,1,3,1,2,1,A,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,15,王藝迪(RSH),09:06,1,5,Y,F,2,5,1,1,2,2,B,5,2,8,2,2,5,B,2,3,1,2,1,A,B,3,2,B,2,1,8,F,2,3,1,2,1,A,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,16,王藝迪(RSH),10:06,0,5,Y,F,3,5,1,1,2,2,F,5,3,8,2,2,A,B,3,2,8,1,1,8,F,2,3,1,2,1,A,B,3,0,B,2,1,O,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,17,孫穎莎(RSH),11:06,1,4,X,F,3,5,1,1,2,2,F,5,4,A,1,2,4,F,4,2,1,2,1,8,B,2,0,E,2,2,O,SG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1,王藝迪(RSH),00:01,1,6,Y,F,3,5,1,1,2,2,F,5,2,8,1,2,5,B,2,2,1,2,1,8,B,2,2,2,2,1,8,B,2,1,6,2,1,7,F,1,0,1,2,1,O,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2,王藝迪(RSH),01:01,0,7,Y,F,3,2,1,1,2,5,B,2,2,1,2,1,8,B,2,2,6,2,1,8,B,2,3,1,2,1,A,B,3,1,2,2,1,7,F,1,2,1,2,1,8,F,2,0,2,2,1,T,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,3,孫穎莎(RSH),02:01,1,6,X,F,3,5,1,1,2,2,F,5,5,8,1,2,5,F,5,2,1,2,1,8,B,2,2,6,2,1,8,F,2,3,1,3,1,A,B,3,0,B,2,1,O,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,4,孫穎莎(RSH),03:01,1,9,X,F,3,5,1,1,2,2,B,5,3,4,2,1,A,B,3,5,1,2,1,8,B,5,2,2,2,1,8,B,2,2,2,2,1,8,B,2,3,B,2,1,A,B,3,3,1,2,1,A,B,3,1,2,2,1,7,F,1,1,2,3,1,7,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,5,王藝迪(RSH),04:01,0,3,Y,F,2,5,1,1,2,2,B,5,3,8,1,2,A,B,3,0,1,2,1,T,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,王藝迪(RSH),04:02,1,8,Y,F,2,5,1,1,2,2,F,5,4,8,1,2,1,F,4,5,A,1,2,2,F,5,5,A,1,2,2,F,5,3,8,1,2,A,B,3,3,1,2,1,A,B,3,3,2,2,1,A,B,3,0,2,2,1,T,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,7,孫穎莎(RSH),04:03,0,9,X,F,3,5,1,1,2,5,B,5,2,1,2,1,8,B,2,2,2,2,1,8,F,2,2,2,2,1,8,B,2,3,2,2,1,A,B,3,3,2,2,1,A,B,3,3,2,2,1,A,B,3,2,2,2,1,8,B,2,0,2,2,1,T,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,8,孫穎莎(RSH),05:03,1,4,X,F,2,5,1,1,2,2,B,5,3,4,2,1,A,B,3,2,1,2,1,8,F,2,0,5,2,1,T,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,9,王藝迪(RSH),05:04,1,5,Y,F,3,5,1,1,2,2,B,5,2,8,1,2,8,B,2,2,1,2,1,8,B,2,2,6,2,1,8,B,2,1,1,2,1,7,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,10,王藝迪(RSH),05:05,1,8,Y,F,3,5,1,1,2,2,F,5,5,A,1,2,2,F,5,3,8,1,2,A,B,3,3,1,2,1,A,B,3,3,2,2,1,A,B,3,2,2,2,1,8,B,2,1,6,2,1,7,F,1,0,1,2,1,O,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,11,孫穎莎(RSH),06:05,1,4,X,F,3,2,1,2,2,8,B,2,2,1,2,1,8,B,2,2,2,2,1,8,F,2,0,1,2,1,T,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,12,孫穎莎(RSH),06:06,0,5,X,F,3,5,1,1,2,2,B,5,3,4,2,1,A,B,3,2,1,2,1,8,B,2,3,6,2,1,A,B,3,0,1,2,1,O,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,13,王藝迪(RSH),07:06,0,7,Y,F,3,5,1,1,2,2,F,5,2,8,1,2,8,F,2,2,1,3,1,8,B,2,2,6,2,1,8,B,2,2,6,2,1,8,B,2,3,1,2,1,A,B,3,0,2,2,1,O,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,14,王藝迪(RSH),07:07,1,4,Y,F,3,5,1,1,2,2,B,5,5,8,1,2,2,F,5,5,8,1,2,2,F,5,0,8,1,2,T,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,15,孫穎莎(RSH),08:07,1,3,X,F,3,2,1,1,2,8,B,2,2,6,2,1,8,B,2,2,1,2,1,8,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,16,孫穎莎(RSH),08:08,0,6,X,F,3,5,1,1,2,2,B,5,3,4,2,1,A,B,3,2,1,2,1,8,B,2,3,2,2,1,A,B,3,2,2,2,1,8,B,2,1,2,2,1,7,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,17,王藝迪(RSH),08:09,1,4,Y,F,3,5,1,1,2,2,F,5,3,8,1,2,A,B,3,2,1,2,1,8,F,2,0,2,3,1,T,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,18,王藝迪(RSH),09:09,0,3,Y,F,3,5,1,1,2,2,F,5,5,A,1,2,2,F,5,0,8,1,2,O,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,19,孫穎莎(RSH),09:10,0,7,X,F,3,5,1,1,2,5,B,5,3,4,2,1,A,B,3,2,1,2,1,8,F,2,3,2,2,1,A,B,3,2,2,2,1,8,F,2,3,2,2,1,A,B,3,0,2,2,1,T,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,20,孫穎莎(RSH),09:11,0,3,X,F,3,2,1,2,2,8,B,2,2,1,2,1,8,B,2,0,2,2,1,T,SG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1,孫穎莎(RSH),00:01,0,9,X,F,3,3,1,2,2,A,B,3,3,1,2,1,A,B,3,2,2,2,1,8,B,2,3,2,2,1,A,B,3,2,2,2,1,8,F,2,2,2,2,1,8,B,2,2,6,2,1,8,B,2,2,1,2,1,8,F,2,0,1,2,1,O,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2,孫穎莎(RSH),01:01,1,13,X,F,3,5,1,1,2,5,F,5,2,8,2,2,5,B,2,2,1,2,1,8,B,2,2,2,2,1,8,B,2,2,2,2,1,8,B,2,3,2,2,1,A,B,3,5,2,2,1,8,B,5,2,2,2,1,8,F,2,2,2,3,1,8,B,2,2,5,2,1,8,F,2,2,1,2,1,8,B,2,3,2,2,1,A,B,3,2,6,2,1,8,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,3,王藝迪(RSH),01:02,1,4,Y,F,3,5,1,1,2,2,F,5,5,8,2,2,2,F,5,3,8,2,2,A,B,3,0,1,2,1,O,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,4,王藝迪(RSH),02:02,0,5,Y,F,3,4,1,1,2,1,F,4,5,8,2,2,2,F,5,3,8,1,2,A,B,3,3,1,2,1,A,B,3,0,6,2,1,O,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,5,孫穎莎(RSH),03:02,1,5,X,F,3,3,1,2,2,6,B,3,3,8,2,2,A,B,3,1,1,2,1,7,F,1,1,2,2,1,7,F,1,1,2,2,1,7,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,6,孫穎莎(RSH),03:03,0,3,X,F,3,5,1,1,2,2,B,5,2,4,1,1,8,F,2,0,1,3,1,O,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,王藝迪(RSH),03:04,1,8,Y,F,3,5,1,1,2,2,B,5,3,4,1,1,A,B,3,2,1,2,1,8,B,2,3,2,2,1,A,B,3,3,1,2,1,A,B,3,2,6,2,1,8,B,2,3,1,2,1,A,B,3,0,B,2,1,O,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,8,王藝迪(RSH),04:04,0,15,Y,F,3,5,1,1,2,2,F,5,5,A,1,2,2,F,5,5,A,1,2,2,F,5,3,8,1,2,A,B,3,3,1,2,1,A,B,3,2,6,2,1,8,F,2,2,1,2,1,8,B,2,2,6,2,1,8,F,2,2,1,3,1,8,F,2,2,5,2,1,8,B,2,2,1,2,1,8,B,2,1,6,2,1,7,F,1,1,1,2,1,7,F,1,3,2,2,1,A,B,3,0,B,2,1,O,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,9,孫穎莎(RSH),05:04,1,6,X,F,3,5,1,1,2,5,B,5,3,4,2,1,A,B,3,2,1,2,1,8,B,2,3,2,2,1,A,B,3,2,2,2,1,8,B,2,0,2,2,1,O,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,10,孫穎莎(RSH),05:05,0,7,X,F,3,5,1,1,2,5,B,5,3,4,2,1,A,B,3,2,1,2,1,8,B,2,3,2,2,1,A,B,3,1,2,2,1,7,F,1,3,2,2,1,A,B,3,0,6,2,1,O,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,11,王藝迪(RSH),06:05,0,8,Y,F,3,5,1,1,2,2,B,5,2,8,1,2,8,B,2,2,1,2,1,8,B,2,2,6,2,1,8,B,2,2,6,2,1,8,B,2,3,1,2,1,A,B,3,2,2,2,1,8,F,2,1,2,3,1,7,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,12,王藝迪(RSH),07:05,0,3,Y,F,3,5,1,1,2,5,B,5,3,4,2,1,A,B,3,0,5,2,1,O,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,13,孫穎莎(RSH),07:06,0,4,X,F,3,3,1,2,2,6,B,3,3,1,2,1,A,B,3,3,2,3,1,A,B,3,1,B,2,1,7,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,14,孫穎莎(RSH),07:07,0,3,X,F,3,4,1,1,2,1,B,4,3,4,2,1,A,B,3,0,1,2,1,O,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,15,王藝迪(RSH),08:07,0,6,Y,F,3,5,1,1,2,2,F,5,4,A,1,2,1,F,4,5,8,1,2,2,B,5,5,8,1,2,2,F,5,3,8,1,2,A,B,3,1,1,2,1,7,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,16,王藝迪(RSH),08:08,1,4,Y,F,3,5,1,1,2,2,B,5,5,8,1,2,2,F,5,2,8,1,2,8,F,2,0,1,3,1,O,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
